"congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation"
112,"2011-01-03","House","NH",200,"BASS, Charles Foster","B000220","1952-01-08",7,7,21545,58.9869952087611,"Boomers"
108,"2003-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",15,13,22303,61.0622861054073,"Silent"
109,"2005-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",16,14,23034,63.0636550308008,"Silent"
110,"2007-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",17,15,23764,65.0622861054073,"Silent"
111,"2009-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",18,16,24495,67.0636550308008,"Silent"
112,"2011-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",19,17,25225,69.0622861054073,"Silent"
113,"2013-01-03","Senate","MT",100,"BAUCUS, Max Sieben","B000243","1941-12-11",20,18,25956,71.0636550308008,"Silent"
108,"2003-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",6,6,16413,44.9363449691992,"Boomers"
109,"2005-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",7,7,17144,46.9377138945927,"Boomers"
110,"2007-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",8,8,17874,48.9363449691992,"Boomers"
111,"2009-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",9,9,18605,50.9377138945927,"Boomers"
112,"2011-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",10,10,19335,52.9363449691992,"Boomers"
113,"2013-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",11,11,20066,54.9377138945927,"Boomers"
114,"2015-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",12,12,20796,56.9363449691992,"Boomers"
115,"2017-01-03","House","CA",100,"BECERRA, Xavier","B000287","1958-01-26",13,13,21527,58.9377138945927,"Boomers"
108,"2003-01-03","Senate","UT",200,"BENNETT, Robert","B000382","1933-09-18",6,6,25309,69.2922655715264,"Silent"
109,"2005-01-03","Senate","UT",200,"BENNETT, Robert","B000382","1933-09-18",7,7,26040,71.2936344969199,"Silent"
110,"2007-01-03","Senate","UT",200,"BENNETT, Robert","B000382","1933-09-18",8,8,26770,73.2922655715264,"Silent"
111,"2009-01-03","Senate","UT",200,"BENNETT, Robert","B000382","1933-09-18",9,9,27501,75.2936344969199,"Silent"
108,"2003-01-03","House","NE",200,"BEREUTER, Douglas Kent","B000403","1939-10-06",13,13,23100,63.2443531827515,"Silent"
108,"2003-01-03","House","CA",100,"BERMAN, Howard Lawrence","B000410","1941-04-15",11,11,22543,61.719370294319,"Silent"
109,"2005-01-03","House","CA",100,"BERMAN, Howard Lawrence","B000410","1941-04-15",12,12,23274,63.7207392197125,"Silent"
110,"2007-01-03","House","CA",100,"BERMAN, Howard Lawrence","B000410","1941-04-15",13,13,24004,65.719370294319,"Silent"
111,"2009-01-03","House","CA",100,"BERMAN, Howard Lawrence","B000410","1941-04-15",14,14,24735,67.7207392197125,"Silent"
112,"2011-01-03","House","CA",100,"BERMAN, Howard Lawrence","B000410","1941-04-15",15,15,25465,69.719370294319,"Silent"
108,"2003-01-03","House","AR",100,"BERRY, Robert Marion","B000420","1942-08-27",4,4,22044,60.35318275154,"Silent"
109,"2005-01-03","House","AR",100,"BERRY, Robert Marion","B000420","1942-08-27",5,5,22775,62.3545516769336,"Silent"
110,"2007-01-03","House","AR",100,"BERRY, Robert Marion","B000420","1942-08-27",6,6,23505,64.35318275154,"Silent"
111,"2009-01-03","House","AR",100,"BERRY, Robert Marion","B000420","1942-08-27",7,7,24236,66.3545516769336,"Silent"
108,"2003-01-03","Senate","DE",100,"BIDEN, Joseph Robinette, Jr.","B000444","1942-11-20",16,16,21959,60.1204654346338,"Silent"
109,"2005-01-03","Senate","DE",100,"BIDEN, Joseph Robinette, Jr.","B000444","1942-11-20",17,17,22690,62.1218343600274,"Silent"
110,"2007-01-03","Senate","DE",100,"BIDEN, Joseph Robinette, Jr.","B000444","1942-11-20",18,18,23420,64.1204654346338,"Silent"
111,"2009-01-03","Senate","DE",100,"BIDEN, Joseph Robinette, Jr.","B000444","1942-11-20",19,19,24151,66.1218343600274,"Silent"
109,"2005-01-03","House","CA",200,"BILBRAY, Brian P.","B000461","1951-01-28",4,4,19699,53.9329226557153,"Boomers"
110,"2007-01-03","House","CA",200,"BILBRAY, Brian P.","B000461","1951-01-28",5,5,20429,55.9315537303217,"Boomers"
111,"2009-01-03","House","CA",200,"BILBRAY, Brian P.","B000461","1951-01-28",6,6,21160,57.9329226557153,"Boomers"
112,"2011-01-03","House","CA",200,"BILBRAY, Brian P.","B000461","1951-01-28",7,7,21890,59.9315537303217,"Boomers"
108,"2003-01-03","House","FL",200,"BILIRAKIS, Michael","B000463","1930-07-16",11,11,26469,72.4681724845996,"Silent"
109,"2005-01-03","House","FL",200,"BILIRAKIS, Michael","B000463","1930-07-16",12,12,27200,74.4695414099932,"Silent"
108,"2003-01-03","Senate","NM",100,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468","1943-10-03",11,11,21642,59.2525667351129,"Silent"
109,"2005-01-03","Senate","NM",100,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468","1943-10-03",12,12,22373,61.2539356605065,"Silent"
110,"2007-01-03","Senate","NM",100,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468","1943-10-03",13,13,23103,63.2525667351129,"Silent"
111,"2009-01-03","Senate","NM",100,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468","1943-10-03",14,14,23834,65.2539356605065,"Silent"
112,"2011-01-03","Senate","NM",100,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468","1943-10-03",15,15,24564,67.2525667351129,"Silent"
108,"2003-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",6,6,20422,55.9123887748118,"Boomers"
109,"2005-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",7,7,21153,57.9137577002053,"Boomers"
110,"2007-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",8,8,21883,59.9123887748118,"Boomers"
111,"2009-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",9,9,22614,61.9137577002053,"Boomers"
112,"2011-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",10,10,23344,63.9123887748118,"Boomers"
113,"2013-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",11,11,24075,65.9137577002053,"Boomers"
114,"2015-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",12,12,24805,67.9123887748118,"Boomers"
115,"2017-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",13,13,25536,69.9137577002053,"Boomers"
116,"2019-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",14,14,26266,71.9123887748118,"Boomers"
117,"2021-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",15,15,26997,73.9137577002053,"Boomers"
118,"2023-01-03","House","GA",100,"BISHOP, Sanford Dixon, Jr.","B000490","1947-02-04",16,16,27727,75.9123887748118,"Boomers"
108,"2003-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",5,5,19863,54.3819301848049,"Boomers"
109,"2005-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",6,6,20594,56.3832991101985,"Boomers"
110,"2007-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",7,7,21324,58.3819301848049,"Boomers"
111,"2009-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",8,8,22055,60.3832991101985,"Boomers"
112,"2011-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",9,9,22785,62.3819301848049,"Boomers"
113,"2013-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",10,10,23516,64.3832991101985,"Boomers"
114,"2015-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",11,11,24246,66.3819301848049,"Boomers"
115,"2017-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",12,12,24977,68.3832991101985,"Boomers"
116,"2019-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",13,13,25707,70.3819301848049,"Boomers"
117,"2021-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",14,14,26438,72.3832991101985,"Boomers"
118,"2023-01-03","House","OR",100,"BLUMENAUER, Earl","B000574","1948-08-16",15,15,27168,74.3819301848049,"Boomers"
108,"2003-01-03","House","MO",200,"BLUNT, Roy","B000575","1950-01-10",4,4,19351,52.9801505817933,"Boomers"
109,"2005-01-03","House","MO",200,"BLUNT, Roy","B000575","1950-01-10",5,5,20082,54.9815195071869,"Boomers"
110,"2007-01-03","House","MO",200,"BLUNT, Roy","B000575","1950-01-10",6,6,20812,56.9801505817933,"Boomers"
111,"2009-01-03","House","MO",200,"BLUNT, Roy","B000575","1950-01-10",7,7,21543,58.9815195071869,"Boomers"
112,"2011-01-03","Senate","MO",200,"BLUNT, Roy","B000575","1950-01-10",8,1,22273,60.9801505817933,"Boomers"
